InputId,RemoteId
121926792324,121926792324
121928573187,121928573187
121930266727,121930266727
121770183515,121770183515
128187681445,128187681445
157157162572,157157162572
121968968027,121968968027
121916626965,121916626965
121918589444,121918589444
121926947853,121926947853
162690499169,162690499169
121989043285,121989043285
151016332384,151016332384
121764757526,121764757526
121989696852,121989696852
121775596548,121775596548
121921111843,121921111843
121939178122,121939178122
121917413204,121917413204
121914483807,121914483807
121760282461,121760282461
121939116685,121939116685
128556886387,128556886387
121920291350,121920291350
121892024373,121892024373
121989964897,121989964897
121920456973,121920456973
121916753693,121916753693
121969185181,121969185181
121759670051,121759670051
121922226545,121922226545
121927012483,121927012483
121929122416,121929122416
121924979095,121924979095
133010930849,133010930849
121759793474,121759793474
121953811541,121953811541
121781869718,121781869718
121929799694,121929799694
121964807744,121964807744
121768788076,121768788076
121937932395,121937932395
121799191583,121799191583
121936427290,121936427290
121965543185,121965543185
121928650334,121928650334
121922809772,121922809772
161687870268,161687870268
121923621507,121923621507
121964525186,121964525186
121886189851,121886189851
121923276849,121923276849
128190990094,128190990094
121965407637,121965407637
121769093920,121769093920
121989190538,121989190538
121918324393,121918324393
161809686698,161809686698
121926945967,121926945967
121926046328,121926046328
121960600347,121960600347
121952200714,121952200714
121969198709,121969198709
121915563020,121915563020
121938446929,121938446929
132960246899,132960246899
121928653098,121928653098
121926403431,121926403431
121916324165,121916324165
121769714780,121769714780
121974967846,121974967846
141100825447,141100825447
121924849484,121924849484
121965486150,121965486150
121925394204,121925394204
157968698129,157968698129
121930972803,121930972803
121981825543,121981825543
121989312667,121989312667
121927641432,121927641432
121926063938,121926063938
121917190756,121917190756
121981944087,121981944087
121922989101,121922989101
121927012166,121927012166
121948094495,121948094495
121965543425,121965543425
121940243093,121940243093
121759046775,121759046775
121929629619,121929629619
121988800056,121988800056
121974797919,121974797919
121922685502,121922685502
121926561377,121926561377
121783892746,121783892746
121923444114,121923444114
121765386266,121765386266
121888629660,121888629660
121939135354,121939135354
121971058498,121971058498
121776216653,121776216653
121960659522,121960659522
121925239614,121925239614
121927874822,121927874822
121772035710,121772035710
121937799978,121937799978
121918273145,121918273145
121926992418,121926992418
150236284236,150236284236
121928030735,121928030735
121950316909,121950316909
121783725894,121783725894
121968727670,121968727670
121826042778,121826042778
121916157612,121916157612
129172077143,129172077143
121768471894,121768471894
121779544156,121779544156
121920494000,121920494000
121970315612,121970315612
121989666458,121989666458
121930123272,121930123272
121886364987,121886364987
121989162503,121989162503
121925400078,121925400078
121916311731,121916311731
121916310396,121916310396
121948147592,121948147592
121925397904,121925397904
121926205717,121926205717
121950462217,121950462217
161447056220,161447056220
121781564181,121781564181
121920197674,121920197674
121916332117,121916332117
121761058990,121761058990
121775290202,121775290202
121932130327,121932130327
121768011392,121768011392
145603145300,145603145300
121915872045,121915872045
121990586532,121990586532
138812003957,138812003957
121916266275,121916266275
161694699439,161694699439
121981497349,121981497349
121923245201,121923245201
121917568023,121917568023
121950342239,121950342239
121779544426,121779544426
121948391826,121948391826
121929421099,121929421099
121768005137,121768005137
121940291450,121940291450
121953899020,121953899020
121915799832,121915799832
161448441857,161448441857
121774055822,121774055822
121760751273,121760751273
162773333411,162773333411
121974459239,121974459239
121780630863,121780630863
121929420406,121929420406
121970507325,121970507325
121771261473,121771261473
121930397586,121930397586
121945750815,121945750815
121945760855,121945760855
140626346842,140626346842
121931350660,121931350660
121957485708,121957485708
121969145504,121969145504
121883988044,121883988044
121927269636,121927269636
121886226748,121886226748
121990587152,121990587152
121913599507,121913599507
121930970996,121930970996
121926864905,121926864905
121926992417,121926992417
121940323711,121940323711
127045589031,127045589031
121990003626,121990003626
121923126625,121923126625
121914060452,121914060452
121946875458,121946875458
121930392610,121930392610
121922688889,121922688889
121886961259,121886961259
121934624417,121934624417
121981973884,121981973884
121929612064,121929612064
121917389184,121917389184
121926794405,121926794405
121989250656,121989250656
121924082609,121924082609
121957472029,121957472029
121920513845,121920513845
134217142848,134217142848
121973455617,121973455617
121885565339,121885565339
121920046662,121920046662
121935964202,121935964202
121918963737,121918963737
154157155472,154157155472
121928561970,121928561970
151259080744,151259080744
161336461834,161336461834
121773428894,121773428894
121971056307,121971056307
121982302895,121982302895
121931308980,121931308980
121779543635,121779543635
121916613433,121916613433
